Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,Yes,Travel_Rarely,462,Sales,14,3,Human Resources,1,1019,3,Male,73,4,3,Sales Executive,2,Married,16439,15042,5,Y,No,23,3,1,80,2,31,3,3,0,1,6,9
39,No,Non-Travel,226,Human Resources,14,2,Medical,1,1020,1,Female,46,4,3,Research Director,2,Married,15535,9390,3,Y,No,18,4,1,80,1,21,0,4,32,10,4,4
35,Yes,Travel_Frequently,1082,Research & Development,4,2,Marketing,1,1021,4,Female,37,3,2,Research Scientist,4,Single,7853,8455,2,Y,Yes,14,3,3,80,1,34,2,4,10,16,7,14
26,No,Travel_Frequently,1482,Human Resources,6,3,Other,1,1022,1,Female,59,2,4,Healthcare Representative,1,Single,11238,6765,3,Y,No,14,4,1,80,1,12,1,2,7,17,6,17
35,Yes,Travel_Frequently,1401,Human Resources,5,3,Technical Degree,1,1023,1,Male,89,2,4,Human Resources,3,Single,4733,17741,6,Y,No,25,4,3,80,2,19,2,2,6,11,15,17
32,Yes,Travel_Rarely,1471,Human Resources,14,3,Human Resources,1,1024,2,Female,87,2,5,Research Scientist,3,Single,7699,10714,2,Y,No,14,4,4,80,1,5,5,3,1,7,5,3
56,Yes,Travel_Rarely,1482,Research & Development,12,3,Human Resources,1,1025,2,Male,31,4,4,Research Scientist,4,Single,2215,15308,7,Y,Yes,18,4,4,80,2,36,4,4,15,4,11,2
18,No,Travel_Rarely,787,Human Resources,10,2,Medical,1,1026,2,Female,43,3,3,Research Scientist,2,Single,15484,11759,3,Y,No,20,4,3,80,0,12,4,3,20,9,13,11
45,Yes,Non-Travel,254,Research & Development,2,5,Medical,1,1027,1,Female,49,1,1,Laboratory Technician,4,Divorced,13466,24097,6,Y,No,16,4,4,80,1,10,5,2,18,16,14,8
54,No,Travel_Rarely,235,Research & Development,22,4,Human Resources,1,1028,1,Female,31,3,5,Sales Representative,4,Married,1759,26597,7,Y,No,17,4,3,80,1,30,4,3,39,11,8,2
48,Yes,Non-Travel,1364,Sales,1,5,Life Sciences,1,1029,1,Male,67,3,5,Human Resources,1,Married,12480,26710,7,Y,Yes,17,4,3,80,3,13,5,2,34,14,1,10
26,No,Travel_Rarely,781,Research & Development,14,3,Human Resources,1,1030,4,Male,87,4,1,Sales Representative,2,Married,9969,10138,4,Y,No,20,4,3,80,0,25,1,3,3,4,7,1
50,Yes,Travel_Frequently,907,Sales,21,2,Marketing,1,1031,3,Female,75,3,5,Research Scientist,3,Divorced,4682,8210,1,Y,Yes,11,3,4,80,0,33,4,1,13,10,9,13
57,Yes,Travel_Frequently,976,Human Resources,29,3,Other,1,1032,2,Male,81,3,4,Manufacturing Director,4,Married,5023,23624,1,Y,No,13,3,1,80,0,15,5,4,20,11,13,16
22,No,Non-Travel,721,Human Resources,11,5,Other,1,1033,2,Female,77,2,5,Research Scientist,4,Divorced,4299,9415,8,Y,Yes,22,3,1,80,2,30,1,1,6,0,2,5
36,Yes,Travel_Frequently,295,Sales,3,3,Other,1,1034,4,Female,67,1,2,Research Scientist,3,Divorced,12682,13105,1,Y,No,24,4,4,80,3,31,0,4,0,17,0,9
57,No,Travel_Rarely,519,Sales,6,5,Technical Degree,1,1035,1,Male,42,4,1,Laboratory Technician,2,Divorced,5612,4526,3,Y,Yes,13,3,1,80,0,3,6,2,30,2,15,15
41,Yes,Travel_Frequently,418,Sales,15,3,Other,1,1036,4,Male,43,1,2,Research Scientist,2,Single,2084,23382,3,Y,Yes,20,4,1,80,2,31,5,1,10,3,3,17
45,No,Travel_Rarely,231,Sales,3,1,Technical Degree,1,1037,2,Female,55,1,2,Research Director,3,Single,17654,18324,9,Y,No,17,3,2,80,2,21,4,4,35,16,3,0
55,Yes,Travel_Rarely,322,Sales,25,4,Other,1,1038,3,Male,33,3,2,Human Resources,1,Divorced,2613,9209,6,Y,No,17,4,1,80,2,16,5,4,2,17,2,15
24,Yes,Non-Travel,1232,Human Resources,9,4,Other,1,1039,3,Male,75,1,4,Healthcare Representative,3,Single,2147,15658,2,Y,Yes,16,4,4,80,2,36,5,1,31,8,4,8
23,Yes,Non-Travel,1464,Sales,22,1,Marketing,1,1040,4,Male,85,2,3,Manager,3,Married,14320,26760,6,Y,Yes,14,3,1,80,2,31,1,4,7,15,9,12
51,Yes,Travel_Rarely,131,Human Resources,26,4,Life Sciences,1,1041,4,Female,45,4,4,Laboratory Technician,4,Married,1267,8308,4,Y,Yes,23,4,4,80,0,7,3,3,24,5,15,15
36,No,Non-Travel,230,Research & Development,27,4,Life Sciences,1,1042,1,Female,71,2,3,Laboratory Technician,2,Married,5969,13286,6,Y,No,19,4,3,80,0,28,1,1,23,1,10,4
18,Yes,Travel_Rarely,568,Research & Development,7,1,Life Sciences,1,1043,3,Male,82,1,3,Manager,3,Single,5904,10030,2,Y,No,11,3,2,80,2,14,5,1,17,2,8,0
52,Yes,Travel_Rarely,557,Research & Development,23,2,Technical Degree,1,1044,4,Female,68,1,2,Human Resources,1,Married,18405,6919,3,Y,No,18,3,1,80,0,36,3,2,19,5,13,11
47,Yes,Non-Travel,1493,Research & Development,12,5,Medical,1,1045,3,Male,46,4,2,Manufacturing Director,2,Divorced,17196,22622,2,Y,Yes,15,3,2,80,1,20,0,1,29,16,5,17
19,Yes,Non-Travel,613,Research & Development,11,3,Life Sciences,1,1046,4,Female,30,3,4,Research Scientist,4,Married,13450,14508,0,Y,Yes,15,4,4,80,1,3,5,4,20,6,2,6
42,Yes,Travel_Rarely,490,Human Resources,12,2,Medical,1,1047,1,Female,91,3,1,Manufacturing Director,3,Divorced,1133,22920,1,Y,Yes,12,4,3,80,1,37,6,4,19,11,14,9
35,No,Non-Travel,243,Sales,26,5,Medical,1,1048,1,Male,59,2,2,Manufacturing Director,4,Divorced,15169,22254,7,Y,No,11,3,2,80,1,18,2,4,23,17,11,17
44,No,Travel_Rarely,1188,Sales,17,1,Medical,1,1049,1,Female,44,3,5,Laboratory Technician,4,Single,9369,9216,7,Y,No,19,3,4,80,0,13,1,1,10,5,5,7
56,Yes,Travel_Frequently,1242,Human Resources,29,4,Human Resources,1,1050,4,Female,45,3,5,Manager,4,Single,16191,12240,7,Y,Yes,15,3,4,80,1,25,3,4,22,12,0,0
46,Yes,Travel_Rarely,387,Human Resources,28,5,Life Sciences,1,1051,2,Female,45,2,5,Research Scientist,2,Married,19214,10665,7,Y,Yes,15,3,2,80,0,19,5,3,37,13,5,1
43,Yes,Travel_Rarely,915,Human Resources,29,3,Other,1,1052,2,Female,53,2,3,Manufacturing Director,2,Married,18082,25916,4,Y,No,19,4,4,80,0,9,2,2,7,0,12,7
47,No,Travel_Frequently,140,Research & Development,18,2,Medical,1,1053,1,Female,82,3,5,Research Director,3,Single,19112,22587,5,Y,No,12,3,4,80,0,13,6,4,12,12,10,15
29,Yes,Travel_Frequently,1046,Research & Development,17,4,Medical,1,1054,3,Female,76,4,1,Manager,3,Divorced,16918,10510,9,Y,Yes,14,3,3,80,3,31,6,2,12,6,0,15
43,No,Travel_Frequently,158,Human Resources,4,1,Human Resources,1,1055,1,Male,69,1,3,Manufacturing Director,2,Single,7523,15617,4,Y,No,23,3,3,80,0,0,6,4,6,12,8,14
56,No,Travel_Frequently,1389,Sales,20,5,Human Resources,1,1056,4,Female,97,1,4,Sales Executive,4,Married,8583,14778,7,Y,No,20,4,1,80,1,12,3,2,27,9,7,5
21,Yes,Travel_Rarely,894,Sales,19,4,Life Sciences,1,1057,3,Male,43,3,3,Sales Executive,2,Divorced,17029,17393,0,Y,No,21,4,3,80,3,31,1,2,26,0,13,16
39,Yes,Travel_Rarely,1232,Sales,18,5,Medical,1,1058,1,Male,90,2,3,Sales Representative,4,Married,10621,9058,3,Y,Yes,15,4,1,80,3,12,1,4,25,15,13,11
56,Yes,Travel_Frequently,787,Sales,15,4,Medical,1,1059,3,Male,40,3,3,Manager,3,Married,9290,12570,0,Y,Yes,11,4,2,80,3,10,4,1,35,8,12,10
32,Yes,Travel_Frequently,157,Human Resources,15,3,Marketing,1,1060,4,Female,77,2,5,Manager,2,Single,18496,14279,6,Y,No,22,3,2,80,3,19,5,1,17,0,15,7
47,No,Non-Travel,664,Human Resources,12,1,Technical Degree,1,1061,2,Female,62,1,3,Human Resources,1,Single,5634,15450,5,Y,Yes,21,4,2,80,2,25,3,3,27,8,12,13
20,No,Non-Travel,381,Research & Development,7,5,Other,1,1062,3,Female,72,2,1,Manufacturing Director,1,Divorced,3918,2786,2,Y,Yes,11,4,1,80,0,25,2,3,37,14,15,15
30,No,Non-Travel,146,Research & Development,3,3,Marketing,1,1063,3,Male,77,3,4,Sales Representative,2,Married,1760,13364,2,Y,No,13,4,1,80,3,21,3,4,3,15,2,17
25,No,Travel_Rarely,475,Human Resources,29,4,Human Resources,1,1064,1,Female,54,4,4,Manufacturing Director,3,Single,18078,11845,1,Y,No,18,4,4,80,2,32,6,1,31,18,2,1
58,Yes,Travel_Rarely,846,Human Resources,29,1,Medical,1,1065,1,Male,34,4,5,Manager,3,Married,18405,26039,4,Y,No,14,4,3,80,1,27,6,3,18,0,9,8
57,No,Travel_Frequently,480,Sales,2,5,Human Resources,1,1066,1,Male,100,2,4,Manufacturing Director,2,Single,3719,16119,7,Y,Yes,15,4,1,80,1,1,1,2,40,1,14,11
45,No,Travel_Rarely,802,Human Resources,14,5,Other,1,1067,1,Male,50,2,1,Laboratory Technician,4,Married,7426,9268,0,Y,No,16,4,3,80,0,15,0,4,38,18,3,11
35,No,Non-Travel,1050,Human Resources,6,1,Human Resources,1,1068,3,Female,41,3,1,Healthcare Representative,3,Divorced,7578,4662,8,Y,No,23,4,2,80,2,33,6,1,2,18,7,1
40,Yes,Travel_Rarely,691,Sales,15,2,Other,1,1069,4,Male,87,2,5,Sales Representative,2,Married,11806,23002,5,Y,No,16,3,2,80,1,12,6,2,27,8,4,11
24,Yes,Non-Travel,844,Research & Development,21,4,Technical Degree,1,1070,1,Male,73,1,2,Healthcare Representative,1,Single,14877,25946,9,Y,Yes,15,4,4,80,2,0,6,3,32,17,9,3
38,No,Travel_Rarely,1273,Human Resources,21,3,Marketing,1,1071,3,Female,60,3,1,Sales Executive,4,Single,12841,13453,5,Y,Yes,24,4,1,80,1,9,3,4,21,9,14,14
58,Yes,Travel_Frequently,658,Research & Development,19,2,Marketing,1,1072,1,Female,57,4,2,Manufacturing Director,2,Married,16407,22269,0,Y,Yes,11,4,3,80,2,35,6,3,36,13,14,8
24,Yes,Travel_Frequently,373,Human Resources,22,5,Marketing,1,1073,4,Female,49,3,3,Manager,3,Divorced,6538,16852,6,Y,Yes,20,3,4,80,0,9,6,2,31,4,15,12
41,No,Non-Travel,681,Research & Development,4,2,Marketing,1,1074,4,Female,37,3,3,Research Director,3,Single,8894,11589,5,Y,Yes,25,4,4,80,0,27,4,2,13,11,15,13
44,No,Travel_Rarely,1356,Research & Development,25,1,Marketing,1,1075,1,Male,36,3,2,Human Resources,4,Divorced,13151,12895,7,Y,No,12,4,2,80,3,35,3,1,39,7,2,13
20,Yes,Travel_Rarely,1493,Human Resources,3,1,Marketing,1,1076,2,Female,41,1,3,Manager,2,Divorced,6309,15394,4,Y,No,20,3,2,80,3,15,3,1,11,0,7,17
53,Yes,Travel_Rarely,449,Sales,3,5,Other,1,1077,3,Male,87,1,4,Sales Executive,4,Married,9150,26595,4,Y,No,19,3,3,80,1,18,1,4,27,9,15,8
27,Yes,Travel_Frequently,664,Human Resources,9,4,Technical Degree,1,1078,2,Male,85,4,2,Sales Executive,3,Single,4053,24477,8,Y,Yes,24,4,3,80,2,24,4,4,5,9,8,12
57,No,Travel_Rarely,1364,Sales,11,2,Human Resources,1,1079,3,Male,81,3,2,Manager,3,Divorced,6009,22626,6,Y,Yes,15,4,4,80,0,7,5,2,8,18,4,7
60,No,Travel_Frequently,887,Sales,16,2,Life Sciences,1,1080,2,Male,56,2,4,Sales Representative,3,Divorced,13683,24228,1,Y,Yes,18,4,3,80,1,3,2,3,20,18,12,10
46,Yes,Travel_Rarely,1466,Research & Development,27,4,Other,1,1081,1,Female,75,3,1,Laboratory Technician,4,Single,16704,23447,6,Y,Yes,20,4,2,80,1,10,3,1,23,13,3,8
45,Yes,Non-Travel,616,Research & Development,6,1,Human Resources,1,1082,2,Female,95,4,4,Manufacturing Director,4,Single,4277,14174,2,Y,No,16,3,1,80,0,21,3,3,40,3,7,7
38,Yes,Non-Travel,1214,Human Resources,21,3,Life Sciences,1,1083,2,Male,84,4,2,Laboratory Technician,4,Single,2569,11241,2,Y,No,19,3,1,80,0,32,4,1,31,1,1,11
27,No,Travel_Rarely,268,Sales,9,3,Medical,1,1084,4,Male,32,3,2,Sales Executive,1,Single,6913,13606,9,Y,No,12,4,2,80,1,2,2,1,40,15,15,11
25,No,Non-Travel,978,Human Resources,1,5,Life Sciences,1,1085,1,Male,100,4,3,Research Director,2,Married,4621,11351,7,Y,No,11,4,2,80,1,28,2,2,5,5,13,13
44,Yes,Travel_Frequently,190,Human Resources,8,2,Medical,1,1086,4,Male,73,1,4,Laboratory Technician,3,Married,11686,12965,5,Y,Yes,18,3,1,80,3,40,3,1,9,14,10,3
18,No,Travel_Frequently,996,Sales,16,1,Medical,1,1087,3,Male,39,1,2,Human Resources,1,Married,15873,24643,9,Y,No,14,4,2,80,1,1,5,3,17,16,9,10
23,Yes,Travel_Frequently,1070,Human Resources,29,4,Other,1,1088,2,Female,43,2,1,Laboratory Technician,3,Divorced,13983,24487,4,Y,Yes,21,4,1,80,1,2,2,1,4,10,9,17
50,No,Travel_Frequently,303,Human Resources,20,2,Life Sciences,1,1089,4,Male,61,2,4,Manager,2,Divorced,11354,17887,5,Y,No,18,3,1,80,0,25,6,3,14,14,14,1
58,No,Non-Travel,1049,Human Resources,27,3,Medical,1,1090,1,Female,73,2,5,Manager,2,Single,19535,26501,7,Y,Yes,21,4,4,80,3,24,4,4,23,1,11,3
49,No,Travel_Rarely,1254,Human Resources,1,1,Human Resources,1,1091,3,Female,78,2,2,Human Resources,4,Single,7951,14407,4,Y,No,19,4,3,80,3,22,5,3,22,4,10,6
41,Yes,Non-Travel,1461,Research & Development,28,4,Marketing,1,1092,3,Male,53,1,4,Sales Representative,3,Married,5832,23476,2,Y,No,20,3,4,80,1,40,5,4,4,3,13,16
19,No,Non-Travel,1343,Human Resources,14,1,Other,1,1093,3,Female,38,4,1,Healthcare Representative,2,Divorced,17379,24713,6,Y,No,16,4,4,80,3,3,0,3,37,14,4,12
50,No,Non-Travel,317,Sales,11,4,Technical Degree,1,1094,3,Male,33,4,4,Manager,3,Single,12871,14884,9,Y,No,13,3,3,80,1,23,3,2,36,14,9,16
60,No,Travel_Frequently,193,Human Resources,16,3,Human Resources,1,1095,4,Male,97,4,4,Manager,3,Single,4962,20149,2,Y,Yes,22,4,3,80,2,31,3,2,23,10,9,6
52,No,Travel_Frequently,893,Sales,19,5,Medical,1,1096,2,Male,48,1,1,Manager,1,Single,13459,10422,6,Y,No,17,4,1,80,3,37,4,2,13,11,7,1
31,No,Non-Travel,1238,Research & Development,18,2,Human Resources,1,1097,4,Female,95,4,3,Manager,2,Married,11871,7924,6,Y,No,13,4,4,80,3,32,0,1,11,17,5,12
55,No,Travel_Frequently,856,Human Resources,15,2,Other,1,1098,2,Female,58,1,4,Sales Executive,4,Married,1273,10099,9,Y,Yes,16,3,3,80,3,31,5,4,36,2,14,9
31,No,Non-Travel,1472,Research & Development,7,3,Technical Degree,1,1099,2,Male,61,1,1,Research Director,4,Married,2046,21348,2,Y,No,11,4,1,80,3,37,5,3,28,11,13,5
57,Yes,Non-Travel,510,Sales,4,4,Other,1,1100,4,Female,96,3,3,Healthcare Representative,4,Single,9930,9559,9,Y,Yes,23,3,1,80,0,19,1,4,37,15,8,6
40,Yes,Travel_Rarely,409,Human Resources,1,1,Other,1,1101,4,Female,57,2,5,Manager,3,Married,11526,8979,8,Y,No,12,3,3,80,0,12,2,4,23,12,1,2
44,Yes,Travel_Rarely,432,Research & Development,6,3,Marketing,1,1102,3,Male,50,1,2,Human Resources,2,Married,9222,14853,9,Y,No,21,3,3,80,3,5,6,4,15,9,7,8
42,Yes,Non-Travel,1380,Research & Development,27,3,Medical,1,1103,1,Male,36,2,5,Sales Representative,1,Divorced,15475,21036,5,Y,Yes,14,4,2,80,2,40,6,1,11,0,5,5
36,No,Travel_Frequently,794,Research & Development,3,4,Other,1,1104,3,Male,62,1,5,Research Director,3,Divorced,7292,9248,3,Y,Yes,16,3,2,80,0,21,3,3,35,3,14,3
60,Yes,Travel_Rarely,1071,Sales,6,5,Human Resources,1,1105,2,Male,52,2,1,Human Resources,1,Single,10286,7337,9,Y,No,15,3,3,80,0,13,6,3,25,18,6,3
36,No,Travel_Frequently,760,Human Resources,1,1,Life Sciences,1,1106,1,Male,68,1,2,Healthcare Representative,3,Single,11076,16375,9,Y,Yes,16,4,1,80,3,11,6,1,15,12,14,10
56,No,Travel_Frequently,741,Research & Development,23,5,Human Resources,1,1107,2,Female,44,1,1,Human Resources,2,Divorced,17962,12404,2,Y,No,16,4,2,80,2,11,4,3,0,4,4,8
43,No,Travel_Frequently,1078,Human Resources,21,2,Life Sciences,1,1108,2,Male,61,3,2,Manager,4,Married,2298,16780,7,Y,No,15,3,2,80,3,25,3,3,3,17,15,15
26,No,Non-Travel,1021,Sales,11,2,Marketing,1,1109,1,Female,57,1,3,Human Resources,1,Single,17165,6833,4,Y,No,16,4,2,80,2,18,0,4,34,18,6,5
49,Yes,Travel_Rarely,581,Sales,18,3,Technical Degree,1,1110,2,Female,100,2,5,Manager,4,Single,7290,24068,2,Y,Yes,19,3,4,80,2,11,5,2,22,14,7,2
51,Yes,Travel_Rarely,583,Human Resources,27,1,Technical Degree,1,1111,2,Female,54,3,2,Manufacturing Director,4,Single,2877,13437,0,Y,No,18,4,3,80,2,36,2,4,12,11,14,12
50,Yes,Travel_Rarely,951,Human Resources,25,1,Life Sciences,1,1112,3,Male,39,3,5,Manufacturing Director,3,Married,6622,7431,5,Y,Yes,12,3,2,80,2,39,0,3,18,3,13,6
60,Yes,Non-Travel,305,Human Resources,20,4,Medical,1,1113,3,Female,59,4,2,Research Scientist,3,Single,1330,13077,0,Y,No,18,3,4,80,1,15,2,2,26,15,14,1
30,No,Non-Travel,1399,Sales,4,2,Other,1,1114,4,Female,97,2,3,Manufacturing Director,4,Single,11499,6649,1,Y,No,18,4,4,80,3,13,0,1,19,6,7,3
19,Yes,Non-Travel,595,Human Resources,27,4,Technical Degree,1,1115,3,Female,33,2,5,Human Resources,1,Divorced,14689,11853,8,Y,No,21,3,1,80,0,32,1,3,4,8,0,17
23,Yes,Non-Travel,377,Sales,9,4,Human Resources,1,1116,4,Male,54,2,1,Manufacturing Director,4,Divorced,7877,23876,2,Y,Yes,14,4,4,80,1,13,2,3,8,3,1,13
41,No,Non-Travel,144,Research & Development,27,4,Human Resources,1,1117,1,Male,44,2,1,Manager,3,Married,11952,26512,7,Y,No,11,4,2,80,1,38,2,4,29,4,2,15
42,No,Travel_Rarely,1172,Sales,29,5,Other,1,1118,4,Male,84,4,4,Research Director,1,Divorced,17396,17835,7,Y,No,23,3,1,80,3,40,6,2,2,8,15,7
20,Yes,Travel_Frequently,341,Sales,9,3,Marketing,1,1119,1,Male,58,3,1,Sales Representative,1,Married,19973,23633,6,Y,No,14,3,3,80,2,32,2,2,36,3,10,7
60,Yes,Travel_Rarely,389,Human Resources,12,3,Marketing,1,1120,2,Female,87,1,5,Research Director,3,Divorced,14462,9561,8,Y,Yes,25,4,1,80,0,29,5,1,22,6,14,17
60,Yes,Non-Travel,214,Sales,29,3,Marketing,1,1121,3,Female,70,3,3,Healthcare Representative,4,Single,14548,17037,7,Y,No,23,3,1,80,3,8,5,1,17,0,9,15
22,No,Non-Travel,706,Research & Development,4,4,Marketing,1,1122,1,Male,42,1,3,Sales Representative,4,Married,16851,4775,8,Y,Yes,15,3,4,80,2,19,6,4,3,8,13,15
23,No,Non-Travel,342,Sales,15,4,Human Resources,1,1123,2,Female,71,4,1,Manufacturing Director,3,Divorced,1964,17284,3,Y,Yes,24,4,4,80,2,38,6,1,13,1,8,7
50,No,Travel_Frequently,1007,Sales,20,5,Other,1,1124,3,Male,50,3,4,Healthcare Representative,3,Single,4980,5543,3,Y,No,19,4,3,80,1,15,0,3,22,12,11,3
50,No,Non-Travel,1051,Research & Development,20,1,Medical,1,1125,1,Female,64,2,4,Manufacturing Director,2,Single,6073,13697,6,Y,Yes,11,4,2,80,1,20,0,2,13,3,2,10
34,No,Travel_Rarely,238,Human Resources,19,1,Technical Degree,1,1126,1,Male,31,4,1,Manager,4,Single,7690,3822,0,Y,No,13,3,3,80,1,27,6,4,15,11,6,17
34,No,Travel_Frequently,971,Human Resources,4,4,Human Resources,1,1127,3,Male,48,4,1,Sales Representative,3,Married,11317,8963,7,Y,No,17,3,3,80,0,17,6,3,2,5,6,4
30,Yes,Travel_Rarely,860,Sales,8,3,Other,1,1128,2,Male,51,1,3,Healthcare Representative,4,Married,2502,18382,8,Y,Yes,23,3,3,80,2,8,2,2,17,15,15,15
48,Yes,Travel_Frequently,662,Sales,13,3,Other,1,1129,1,Male,84,3,1,Healthcare Representative,4,Divorced,13674,20716,8,Y,Yes,15,4,2,80,2,23,6,2,31,14,7,17
40,Yes,Travel_Rarely,879,Human Resources,19,1,Life Sciences,1,1130,1,Male,33,4,2,Research Director,3,Married,7500,21854,6,Y,No,23,4,1,80,1,40,5,3,29,0,14,4
43,No,Travel_Frequently,1470,Human Resources,23,4,Marketing,1,1131,1,Male,37,2,2,Research Director,1,Single,8582,26654,9,Y,No,21,4,3,80,3,35,4,3,9,7,13,2
49,Yes,Travel_Rarely,950,Sales,9,3,Marketing,1,1132,3,Male,94,1,2,Sales Executive,2,Single,4587,18249,4,Y,Yes,22,3,2,80,1,17,0,2,13,6,12,4
48,Yes,Non-Travel,1047,Research & Development,27,3,Technical Degree,1,1133,3,Female,65,4,3,Research Director,1,Divorced,6362,20196,6,Y,No,12,3,3,80,1,8,4,2,2,15,9,10
55,Yes,Non-Travel,1179,Sales,5,4,Medical,1,1134,4,Male,53,2,5,Manager,3,Single,9692,9205,3,Y,No,22,3,4,80,3,37,1,1,22,3,1,0
26,Yes,Non-Travel,1104,Research & Development,25,2,Human Resources,1,1135,2,Male,96,4,5,Research Scientist,3,Divorced,17285,4331,5,Y,Yes,14,3,1,80,1,0,4,2,4,17,14,7
19,Yes,Non-Travel,1077,Sales,7,2,Medical,1,1136,2,Female,46,4,2,Manufacturing Director,1,Single,11211,19041,5,Y,No,21,4,3,80,1,26,4,1,0,1,15,4
29,No,Travel_Rarely,1443,Sales,16,1,Life Sciences,1,1137,3,Male,53,2,5,Research Director,4,Divorced,5314,9780,3,Y,Yes,23,4,3,80,3,23,3,1,12,5,6,0
53,No,Travel_Frequently,108,Sales,10,1,Medical,1,1138,1,Female,65,1,2,Healthcare Representative,1,Married,17826,22582,8,Y,Yes,21,4,4,80,2,34,2,1,37,10,3,9
39,No,Travel_Frequently,1368,Research & Development,6,2,Medical,1,1139,3,Male,46,4,2,Sales Representative,4,Married,4429,19794,1,Y,No,11,4,2,80,2,2,5,3,25,4,3,15
42,Yes,Travel_Rarely,498,Research & Development,20,2,Other,1,1140,1,Male,78,4,3,Healthcare Representative,4,Single,19350,24114,6,Y,Yes,18,4,1,80,0,25,5,4,29,4,13,9
23,Yes,Travel_Rarely,585,Sales,19,4,Other,1,1141,2,Male,90,1,1,Laboratory Technician,3,Single,7980,5682,6,Y,Yes,21,3,3,80,3,34,0,3,28,0,9,1
48,No,Travel_Frequently,807,Human Resources,26,5,Medical,1,1142,4,Female,85,2,1,Manager,2,Married,7835,13310,7,Y,No,16,4,4,80,0,9,6,2,0,0,10,14
60,Yes,Travel_Rarely,337,Research & Development,8,2,Technical Degree,1,1143,2,Male,79,4,1,Healthcare Representative,1,Married,17101,19713,3,Y,No,22,3,1,80,2,4,6,2,40,12,10,6
26,Yes,Travel_Frequently,1199,Research & Development,20,5,Medical,1,1144,1,Male,35,4,1,Healthcare Representative,4,Married,13373,5348,4,Y,No,24,4,1,80,2,37,0,4,19,9,6,12
53,Yes,Non-Travel,1454,Sales,21,4,Life Sciences,1,1145,4,Female,40,3,4,Sales Executive,3,Divorced,11659,10448,5,Y,Yes,12,3,3,80,2,4,2,2,31,16,11,7
58,No,Travel_Frequently,324,Sales,24,5,Other,1,1146,2,Male,56,3,5,Laboratory Technician,1,Single,6285,6562,3,Y,No,12,4,1,80,3,7,1,2,0,9,8,16
34,Yes,Travel_Frequently,1030,Research & Development,3,3,Technical Degree,1,1147,1,Male,78,4,1,Manufacturing Director,3,Married,18967,21397,3,Y,No,17,4,3,80,3,31,6,4,25,11,15,13
42,Yes,Travel_Frequently,1086,Research & Development,2,5,Marketing,1,1148,1,Male,47,4,3,Research Director,3,Divorced,3322,18183,5,Y,Yes,20,4,2,80,1,29,2,3,17,4,5,0
45,No,Travel_Rarely,1236,Research & Development,23,1,Medical,1,1149,4,Female,97,4,3,Healthcare Representative,1,Married,16703,6671,4,Y,Yes,14,3,2,80,0,16,1,1,12,2,6,7
33,No,Non-Travel,324,Human Resources,26,5,Marketing,1,1150,4,Male,62,3,3,Sales Representative,4,Married,13183,6466,4,Y,No,20,4,1,80,0,17,1,4,38,14,8,11
47,No,Travel_Frequently,251,Research & Development,19,5,Life Sciences,1,1151,1,Female,72,3,4,Research Scientist,4,Divorced,7671,19874,9,Y,Yes,21,4,1,80,1,20,5,4,2,3,3,13
26,Yes,Travel_Frequently,1336,Research & Development,21,4,Medical,1,1152,2,Male,98,3,2,Research Scientist,3,Divorced,16909,21422,7,Y,Yes,18,3,1,80,1,31,6,1,38,1,10,4
18,No,Travel_Rarely,1454,Research & Development,6,1,Life Sciences,1,1153,3,Female,35,3,3,Research Scientist,2,Married,9878,15760,2,Y,No,12,4,3,80,3,13,5,2,38,6,11,1
51,No,Travel_Frequently,488,Sales,5,4,Life Sciences,1,1154,2,Female,65,1,2,Healthcare Representative,4,Married,11277,21600,8,Y,No,21,4,2,80,1,18,4,3,12,11,1,15
35,Yes,Non-Travel,1331,Human Resources,24,2,Life Sciences,1,1155,4,Female,47,3,3,Healthcare Representative,3,Divorced,3828,2882,9,Y,Yes,18,3,2,80,2,15,1,4,30,7,15,13
40,Yes,Travel_Frequently,1004,Research & Development,3,4,Life Sciences,1,1156,3,Male,58,3,3,Manufacturing Director,1,Married,16349,5283,2,Y,Yes,17,3,3,80,1,36,5,2,38,8,5,14
21,No,Non-Travel,810,Human Resources,21,1,Life Sciences,1,1157,2,Female,36,4,2,Sales Executive,3,Single,6937,11531,7,Y,No,14,3,2,80,1,28,0,1,9,14,11,7
54,Yes,Travel_Frequently,1048,Sales,3,3,Life Sciences,1,1158,1,Male,53,2,1,Research Scientist,3,Single,3920,3596,0,Y,Yes,14,4,3,80,3,17,2,3,13,5,13,2
34,No,Non-Travel,117,Sales,2,4,Technical Degree,1,1159,2,Male,80,2,3,Laboratory Technician,4,Single,2547,22646,8,Y,Yes,21,4,1,80,1,12,4,3,13,1,0,1
55,No,Non-Travel,1465,Research & Development,7,2,Marketing,1,1160,4,Male,72,3,4,Research Director,4,Divorced,16719,7523,8,Y,Yes,21,3,2,80,2,26,5,2,14,5,9,12
