Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Travel_Rarely,339,Sales,12,2,Marketing,1,282,1,Male,37,2,4,Research Scientist,3,Married,5147,19125,9,Y,No,17,3,4,80,1,18,6,2,31,14,4,9
27,No,Travel_Rarely,757,Research & Development,17,1,Marketing,1,283,2,Male,67,4,1,Research Director,2,Single,7910,26101,3,Y,No,24,4,4,80,1,1,4,4,21,13,15,11
43,Yes,Non-Travel,1183,Sales,10,3,Technical Degree,1,284,4,Female,46,3,5,Healthcare Representative,3,Married,6372,21006,2,Y,Yes,15,3,2,80,1,0,2,1,9,12,13,5
21,No,Travel_Frequently,1072,Human Resources,2,1,Other,1,285,4,Female,81,2,1,Human Resources,2,Married,17020,12012,9,Y,Yes,23,3,4,80,2,40,5,4,23,0,3,3
23,No,Travel_Frequently,1415,Sales,17,2,Human Resources,1,286,3,Female,53,4,4,Research Scientist,3,Single,5112,5352,5,Y,No,17,3,4,80,0,33,6,1,13,3,5,5
18,Yes,Travel_Frequently,353,Human Resources,5,5,Life Sciences,1,287,1,Male,34,1,1,Sales Representative,3,Married,18848,7717,6,Y,No,15,3,3,80,1,36,3,3,33,11,6,3
60,No,Non-Travel,177,Human Resources,5,3,Life Sciences,1,288,2,Male,65,2,5,Research Scientist,1,Single,9363,10635,6,Y,Yes,18,3,3,80,1,34,1,1,40,8,6,11
54,No,Travel_Frequently,416,Research & Development,26,4,Medical,1,289,2,Female,64,1,5,Human Resources,4,Divorced,11801,23071,1,Y,Yes,23,4,2,80,2,0,0,4,14,12,3,3
29,Yes,Travel_Rarely,1104,Human Resources,17,3,Technical Degree,1,290,3,Female,36,2,3,Research Scientist,2,Married,18431,20171,9,Y,Yes,20,3,3,80,1,8,1,4,36,8,1,11
33,Yes,Travel_Rarely,1039,Human Resources,15,3,Medical,1,291,3,Male,96,2,3,Human Resources,3,Married,11256,5047,1,Y,No,12,3,1,80,2,35,3,1,27,16,4,15
49,No,Travel_Frequently,130,Sales,7,1,Technical Degree,1,292,3,Female,97,1,5,Sales Executive,2,Single,18163,9469,2,Y,Yes,24,3,3,80,3,31,3,2,23,3,10,7
52,No,Travel_Frequently,714,Research & Development,10,3,Life Sciences,1,293,4,Female,69,1,4,Sales Executive,1,Married,1202,22263,7,Y,Yes,16,3,1,80,1,25,2,1,6,13,15,6
23,No,Travel_Frequently,355,Research & Development,1,2,Technical Degree,1,294,2,Male,80,3,3,Research Director,4,Divorced,18586,10924,1,Y,Yes,13,3,3,80,0,22,6,2,7,6,9,1
26,Yes,Travel_Frequently,780,Human Resources,6,2,Medical,1,295,1,Male,92,4,2,Research Director,4,Single,13750,6400,1,Y,No,13,3,3,80,1,3,5,3,27,0,13,15
36,Yes,Travel_Frequently,271,Research & Development,8,5,Life Sciences,1,296,2,Male,44,3,2,Research Scientist,2,Married,4386,25069,8,Y,No,24,3,2,80,1,25,0,3,12,4,13,0
57,No,Non-Travel,206,Research & Development,14,5,Marketing,1,297,2,Male,84,4,1,Sales Representative,4,Single,2701,12064,1,Y,Yes,15,4,4,80,2,3,1,1,0,1,10,6
36,Yes,Travel_Frequently,1344,Human Resources,14,2,Marketing,1,298,3,Male,68,1,1,Healthcare Representative,2,Married,12824,26384,5,Y,No,21,4,2,80,0,6,1,1,2,18,6,6
46,No,Non-Travel,1221,Sales,11,3,Technical Degree,1,299,2,Female,35,2,2,Research Scientist,3,Single,12390,14087,7,Y,Yes,12,4,4,80,1,38,2,2,18,1,1,6
43,Yes,Travel_Rarely,1192,Sales,3,2,Medical,1,300,4,Male,64,2,2,Healthcare Representative,2,Single,8146,21496,0,Y,Yes,15,3,3,80,0,10,1,1,34,7,9,1
58,No,Travel_Frequently,374,Research & Development,28,1,Technical Degree,1,301,2,Female,30,3,5,Research Director,3,Divorced,19007,10746,2,Y,Yes,16,3,1,80,1,17,1,3,1,17,3,12
59,Yes,Travel_Rarely,1401,Sales,18,2,Medical,1,302,3,Male,56,4,2,Sales Executive,2,Single,15227,14173,2,Y,No,18,3,4,80,1,12,4,4,11,9,0,9
28,No,Travel_Frequently,1346,Human Resources,3,2,Human Resources,1,303,2,Male,81,1,5,Laboratory Technician,1,Single,4276,14476,6,Y,No,24,3,1,80,1,5,2,2,40,0,0,3
52,Yes,Travel_Rarely,276,Human Resources,5,4,Other,1,304,2,Male,72,4,2,Manager,1,Single,9773,22655,8,Y,No,24,3,1,80,0,32,6,4,9,0,7,0
32,Yes,Travel_Frequently,403,Research & Development,21,3,Life Sciences,1,305,1,Male,51,1,2,Human Resources,3,Married,3508,22269,5,Y,Yes,25,3,1,80,1,27,4,3,38,5,13,4
60,Yes,Travel_Rarely,689,Research & Development,29,1,Marketing,1,306,3,Male,39,1,2,Laboratory Technician,3,Divorced,13808,16731,7,Y,No,20,4,3,80,0,20,1,2,24,11,10,15
45,Yes,Travel_Rarely,949,Sales,26,3,Life Sciences,1,307,4,Male,100,4,5,Sales Representative,4,Single,18579,9634,6,Y,Yes,19,3,1,80,2,0,1,1,23,17,15,4
25,No,Travel_Frequently,841,Human Resources,10,4,Life Sciences,1,308,2,Female,58,1,2,Human Resources,2,Married,1872,24904,6,Y,No,22,3,1,80,1,1,1,3,9,2,7,2
18,Yes,Non-Travel,475,Research & Development,24,2,Technical Degree,1,309,4,Male,73,4,1,Manufacturing Director,1,Divorced,2975,23145,0,Y,No,11,4,4,80,2,36,4,3,14,13,5,8
23,Yes,Non-Travel,535,Research & Development,20,1,Life Sciences,1,310,2,Female,89,4,3,Research Scientist,4,Divorced,2800,14266,6,Y,Yes,12,3,1,80,2,1,1,3,10,17,3,2
31,No,Travel_Frequently,486,Sales,7,1,Life Sciences,1,311,1,Female,91,1,1,Research Director,1,Married,1286,13780,4,Y,No,16,4,3,80,0,21,3,1,32,4,0,12
48,No,Travel_Frequently,432,Human Resources,22,4,Human Resources,1,312,2,Female,48,2,5,Sales Representative,3,Married,5308,13203,4,Y,Yes,11,4,2,80,0,9,4,4,6,0,4,9
53,No,Travel_Frequently,294,Research & Development,11,2,Marketing,1,313,1,Male,76,3,1,Human Resources,2,Single,16106,10546,7,Y,Yes,21,3,1,80,0,23,6,3,25,13,4,14
41,Yes,Travel_Frequently,272,Sales,14,5,Medical,1,314,1,Female,61,1,2,Human Resources,3,Married,6193,20776,6,Y,No,17,4,1,80,3,29,5,4,6,2,5,3
43,Yes,Non-Travel,924,Research & Development,3,3,Marketing,1,315,2,Male,44,3,4,Healthcare Representative,2,Married,5777,23072,3,Y,No,20,4,1,80,3,30,1,1,13,0,13,8
34,No,Non-Travel,392,Human Resources,9,4,Human Resources,1,316,4,Male,97,2,3,Laboratory Technician,1,Divorced,15051,13301,4,Y,No,16,4,4,80,1,27,2,4,0,17,6,2
60,No,Travel_Frequently,1462,Sales,24,3,Human Resources,1,317,4,Female,93,3,1,Research Scientist,3,Single,1129,16857,2,Y,No,11,3,2,80,1,38,3,2,22,6,6,0
41,Yes,Non-Travel,720,Research & Development,17,1,Technical Degree,1,318,4,Male,82,3,3,Sales Representative,4,Single,12013,5809,2,Y,Yes,16,3,2,80,3,18,6,4,40,9,3,2
24,No,Travel_Rarely,135,Sales,14,1,Medical,1,319,4,Female,67,4,2,Manager,4,Single,13496,5845,3,Y,No,16,4,4,80,0,23,6,2,32,9,8,8
37,Yes,Travel_Rarely,596,Human Resources,29,4,Human Resources,1,320,1,Female,77,3,3,Laboratory Technician,4,Divorced,19219,14918,3,Y,No,23,4,2,80,1,25,2,2,27,7,3,4
50,No,Travel_Rarely,1283,Research & Development,27,3,Other,1,321,3,Female,41,1,1,Research Scientist,1,Single,6024,3005,9,Y,Yes,11,3,4,80,1,15,5,2,19,6,7,12
34,No,Travel_Frequently,271,Human Resources,21,1,Technical Degree,1,322,1,Male,45,1,2,Manufacturing Director,3,Divorced,4049,4629,7,Y,No,17,3,4,80,3,4,3,1,13,13,12,10
58,Yes,Non-Travel,470,Research & Development,1,2,Technical Degree,1,323,1,Male,74,4,5,Sales Representative,1,Divorced,18105,26397,4,Y,No,20,3,1,80,1,23,0,2,1,10,4,7
23,No,Travel_Frequently,662,Research & Development,7,1,Marketing,1,324,4,Male,85,4,2,Manufacturing Director,2,Divorced,10219,14966,1,Y,No,23,3,4,80,3,27,4,3,20,3,12,13
30,Yes,Travel_Frequently,1397,Human Resources,15,2,Human Resources,1,325,4,Male,97,3,4,Healthcare Representative,1,Divorced,11582,16164,2,Y,No,12,3,3,80,1,20,0,1,20,0,10,6
47,Yes,Non-Travel,1252,Human Resources,13,3,Other,1,326,2,Female,65,1,5,Research Scientist,4,Married,11498,8586,3,Y,Yes,18,3,3,80,0,7,3,2,38,10,12,7
54,No,Travel_Frequently,138,Sales,26,5,Human Resources,1,327,3,Female,81,1,5,Sales Representative,1,Married,1542,4369,7,Y,Yes,22,4,3,80,2,25,0,3,31,1,12,9
47,Yes,Travel_Rarely,350,Research & Development,20,1,Human Resources,1,328,1,Female,47,1,3,Research Scientist,2,Divorced,3893,8357,5,Y,No,15,3,1,80,2,4,2,3,39,12,8,5
26,Yes,Non-Travel,360,Research & Development,28,2,Other,1,329,4,Female,96,2,5,Sales Executive,4,Married,11557,26042,7,Y,No,15,4,1,80,1,13,5,1,4,15,1,6
18,No,Travel_Frequently,890,Human Resources,16,1,Marketing,1,330,3,Male,88,2,5,Human Resources,2,Divorced,12924,14728,7,Y,Yes,14,3,3,80,1,19,6,1,9,14,3,3
33,No,Travel_Frequently,485,Research & Development,1,4,Technical Degree,1,331,3,Male,45,1,3,Research Scientist,2,Divorced,14015,18549,6,Y,No,18,4,3,80,0,24,5,4,12,9,6,12
29,Yes,Travel_Rarely,1346,Research & Development,17,4,Human Resources,1,332,2,Female,58,1,1,Healthcare Representative,3,Divorced,3166,19530,1,Y,No,25,4,4,80,0,14,5,3,31,6,5,6
40,Yes,Travel_Rarely,1323,Research & Development,24,1,Human Resources,1,333,4,Male,60,2,3,Human Resources,2,Divorced,11893,17010,2,Y,Yes,17,4,1,80,2,4,1,1,38,11,15,0
49,No,Travel_Frequently,326,Human Resources,27,1,Other,1,334,2,Female,48,1,1,Manufacturing Director,3,Married,17087,26172,5,Y,Yes,15,4,4,80,2,19,5,3,33,15,3,8
51,No,Non-Travel,942,Human Resources,22,2,Marketing,1,335,1,Female,85,3,2,Human Resources,2,Married,4545,11069,8,Y,No,15,4,3,80,3,17,2,2,2,18,10,3
45,Yes,Travel_Rarely,812,Research & Development,4,1,Medical,1,336,4,Female,96,3,5,Sales Representative,2,Married,16961,11539,1,Y,No,18,3,2,80,0,3,3,3,0,13,11,0
21,Yes,Non-Travel,819,Research & Development,26,5,Technical Degree,1,337,1,Male,48,2,4,Human Resources,3,Divorced,2062,17599,5,Y,Yes,17,4,1,80,2,38,2,2,36,13,10,4
30,Yes,Non-Travel,954,Sales,7,3,Marketing,1,338,3,Male,99,2,4,Research Scientist,1,Divorced,18263,16574,5,Y,Yes,16,4,4,80,3,29,0,1,26,2,4,9
33,Yes,Non-Travel,1373,Sales,29,5,Marketing,1,339,4,Female,81,1,4,Sales Representative,4,Divorced,3783,3886,4,Y,Yes,20,3,3,80,2,3,0,1,13,16,4,17
49,No,Non-Travel,1485,Sales,28,2,Marketing,1,340,1,Male,55,1,1,Healthcare Representative,2,Single,4975,19127,1,Y,No,12,4,1,80,3,3,0,3,25,15,5,7
52,Yes,Travel_Rarely,1497,Research & Development,28,5,Human Resources,1,341,2,Female,53,2,2,Laboratory Technician,2,Married,16752,11597,4,Y,Yes,16,4,4,80,0,29,3,4,9,0,9,14
25,Yes,Non-Travel,1290,Research & Development,2,5,Medical,1,342,3,Female,89,4,3,Healthcare Representative,2,Married,17413,18583,3,Y,Yes,19,3,2,80,2,36,2,4,8,8,9,12
22,Yes,Travel_Frequently,1068,Sales,22,2,Other,1,343,2,Male,74,4,1,Healthcare Representative,1,Single,6224,9686,1,Y,Yes,25,4,3,80,1,6,1,4,26,2,1,8
25,No,Travel_Rarely,251,Research & Development,25,3,Other,1,344,2,Male,43,4,4,Laboratory Technician,2,Divorced,9282,18186,7,Y,No,14,3,4,80,0,37,0,1,13,1,4,0
41,Yes,Travel_Rarely,1221,Human Resources,11,2,Technical Degree,1,345,2,Female,90,3,3,Sales Representative,2,Divorced,15390,16102,6,Y,No,13,4,1,80,3,14,0,3,1,7,9,8
42,Yes,Non-Travel,425,Research & Development,3,5,Other,1,346,3,Male,37,1,5,Sales Executive,3,Single,1991,3151,5,Y,Yes,14,4,1,80,1,35,6,3,3,7,15,2
54,No,Travel_Frequently,246,Research & Development,20,5,Human Resources,1,347,2,Male,35,1,1,Sales Executive,2,Single,12486,16233,7,Y,No,11,3,1,80,3,1,4,4,3,12,12,4
45,Yes,Travel_Rarely,384,Human Resources,15,1,Other,1,348,3,Female,73,4,1,Manager,2,Divorced,1338,9536,6,Y,No,24,3,1,80,0,8,3,2,18,1,10,11
56,No,Travel_Frequently,367,Sales,13,4,Technical Degree,1,349,1,Female,62,2,4,Research Director,2,Married,10928,14117,8,Y,No,19,4,3,80,0,22,3,4,17,2,6,4
51,No,Travel_Frequently,1234,Human Resources,4,3,Technical Degree,1,350,1,Female,86,4,1,Healthcare Representative,4,Divorced,9866,11202,9,Y,Yes,24,3,1,80,3,31,0,4,24,14,1,7
31,Yes,Non-Travel,1453,Research & Development,18,1,Technical Degree,1,351,1,Male,33,3,3,Manager,1,Married,15232,16103,0,Y,Yes,22,4,4,80,2,10,3,4,15,4,0,8
35,No,Non-Travel,1213,Research & Development,11,5,Medical,1,352,3,Male,64,3,5,Healthcare Representative,1,Married,19635,23746,5,Y,No,18,4,1,80,0,29,0,3,30,17,6,13
21,No,Travel_Frequently,1351,Sales,11,1,Medical,1,353,3,Male,63,4,2,Manager,2,Divorced,2633,9718,1,Y,No,21,4,3,80,1,3,5,3,16,0,11,17
20,No,Travel_Frequently,325,Human Resources,17,4,Human Resources,1,354,2,Female,71,3,4,Human Resources,4,Married,5697,2903,5,Y,Yes,17,4,4,80,0,10,2,1,18,4,0,3
56,No,Travel_Frequently,1148,Sales,25,5,Other,1,355,2,Male,34,2,4,Human Resources,1,Divorced,19536,18592,9,Y,No,24,3,4,80,2,17,1,3,15,10,7,11
32,Yes,Travel_Frequently,338,Sales,8,4,Technical Degree,1,356,3,Female,75,1,3,Sales Executive,2,Married,14733,9622,9,Y,No,23,4,2,80,2,21,2,1,5,13,13,16
27,Yes,Travel_Rarely,507,Human Resources,29,4,Human Resources,1,357,1,Male,63,4,1,Laboratory Technician,1,Married,1793,24705,2,Y,No,19,4,4,80,1,25,5,2,18,3,10,10
55,No,Travel_Rarely,194,Human Resources,24,3,Medical,1,358,4,Male,67,4,2,Laboratory Technician,1,Divorced,1264,21543,9,Y,Yes,17,4,4,80,2,6,1,3,31,10,1,16
51,Yes,Travel_Frequently,763,Research & Development,11,2,Life Sciences,1,359,2,Male,96,3,5,Research Director,1,Married,10341,7520,1,Y,Yes,18,4,2,80,2,16,4,1,14,8,4,3
31,No,Non-Travel,1327,Human Resources,29,5,Other,1,360,1,Male,33,3,2,Manufacturing Director,4,Single,15585,19162,2,Y,Yes,25,3,1,80,3,31,2,1,8,8,3,11
23,No,Travel_Rarely,254,Research & Development,6,5,Marketing,1,361,4,Female,70,1,4,Human Resources,3,Divorced,19299,23757,0,Y,No,13,4,2,80,2,30,1,4,11,15,9,4
30,No,Travel_Rarely,540,Human Resources,14,1,Medical,1,362,2,Female,83,3,5,Research Scientist,2,Single,12435,17961,8,Y,Yes,24,3,3,80,3,40,3,3,34,15,9,3
32,No,Travel_Frequently,961,Research & Development,11,2,Technical Degree,1,363,1,Female,89,3,1,Research Director,4,Single,5205,17945,7,Y,No,11,4,3,80,3,3,4,3,16,10,13,12
46,Yes,Travel_Frequently,635,Human Resources,9,4,Technical Degree,1,364,3,Female,69,4,4,Manager,2,Single,7765,22583,1,Y,No,20,3,1,80,0,21,2,1,3,16,6,11
52,No,Non-Travel,1199,Research & Development,28,2,Marketing,1,365,3,Male,82,2,5,Manager,1,Divorced,1665,26837,8,Y,Yes,23,4,1,80,2,19,0,2,40,7,1,8
25,Yes,Travel_Rarely,922,Human Resources,27,3,Human Resources,1,366,1,Male,32,1,5,Laboratory Technician,1,Single,13825,8460,9,Y,Yes,17,3,3,80,3,12,0,3,36,15,12,9
45,No,Non-Travel,934,Sales,9,4,Marketing,1,367,4,Female,93,4,3,Sales Representative,1,Married,8351,21029,0,Y,No,18,4,4,80,2,21,1,1,6,17,5,6
49,No,Non-Travel,391,Research & Development,20,4,Other,1,368,1,Male,62,4,3,Research Director,2,Divorced,11542,24671,9,Y,No,15,3,4,80,2,15,2,4,30,16,2,3
45,No,Travel_Frequently,362,Human Resources,6,5,Technical Degree,1,369,2,Female,86,1,1,Research Scientist,4,Divorced,18198,18058,2,Y,Yes,11,4,1,80,2,17,4,3,39,11,5,4
36,No,Travel_Rarely,862,Sales,20,3,Medical,1,370,2,Male,47,2,5,Sales Executive,1,Married,14650,7966,2,Y,No,11,4,2,80,0,34,3,3,6,1,14,5
22,Yes,Travel_Rarely,1247,Human Resources,12,1,Life Sciences,1,371,3,Male,69,3,5,Research Scientist,3,Single,18737,23117,3,Y,No,12,3,3,80,2,36,0,2,33,18,12,10
54,Yes,Travel_Rarely,1363,Sales,16,2,Life Sciences,1,372,2,Female,41,2,2,Laboratory Technician,4,Divorced,11604,4642,0,Y,Yes,17,4,3,80,0,15,4,4,24,12,15,11
37,Yes,Travel_Rarely,262,Sales,27,2,Life Sciences,1,373,2,Male,86,4,3,Human Resources,4,Single,12418,7927,0,Y,Yes,23,4,4,80,1,24,2,2,0,6,14,11
51,No,Non-Travel,1302,Research & Development,11,1,Marketing,1,374,1,Male,34,3,4,Research Scientist,1,Single,9300,11078,0,Y,Yes,20,4,4,80,3,34,6,1,2,11,0,4
29,No,Non-Travel,961,Human Resources,2,4,Technical Degree,1,375,3,Female,99,3,2,Healthcare Representative,3,Single,11379,25336,2,Y,No,21,4,4,80,0,12,6,2,17,2,5,14
20,Yes,Travel_Rarely,508,Sales,17,4,Life Sciences,1,376,3,Male,74,1,3,Sales Executive,1,Single,16180,4982,1,Y,No,22,3,2,80,0,10,6,1,13,11,14,2
33,Yes,Travel_Rarely,1417,Human Resources,24,2,Marketing,1,377,4,Male,52,3,2,Research Director,4,Divorced,7177,11033,3,Y,Yes,15,4,3,80,3,22,4,3,22,16,14,5
20,Yes,Non-Travel,1203,Sales,7,4,Marketing,1,378,2,Male,94,3,1,Sales Representative,2,Married,8160,17419,4,Y,No,19,3,4,80,3,37,2,3,36,12,1,10
24,Yes,Non-Travel,427,Research & Development,16,3,Marketing,1,379,2,Male,69,2,4,Sales Representative,2,Divorced,15394,22299,7,Y,Yes,18,3,3,80,2,30,5,4,19,1,7,16
24,Yes,Travel_Frequently,653,Sales,13,5,Human Resources,1,380,2,Male,97,2,5,Laboratory Technician,2,Single,11925,3856,1,Y,No,23,4,4,80,1,29,0,2,12,5,9,9
23,No,Non-Travel,518,Research & Development,3,2,Life Sciences,1,381,1,Male,50,3,1,Sales Executive,4,Single,7971,17570,6,Y,No,23,3,4,80,2,8,3,3,18,13,12,17
22,Yes,Travel_Frequently,1473,Sales,19,1,Life Sciences,1,382,2,Male,76,3,5,Healthcare Representative,4,Divorced,8548,6618,7,Y,No,14,4,4,80,2,24,5,2,27,4,9,9
42,Yes,Non-Travel,636,Research & Development,6,2,Medical,1,383,4,Female,74,1,4,Healthcare Representative,2,Married,5227,20925,8,Y,Yes,11,4,4,80,0,19,3,3,40,3,14,16
41,Yes,Travel_Rarely,788,Sales,12,1,Life Sciences,1,384,4,Female,49,1,3,Manufacturing Director,2,Single,15918,16344,0,Y,Yes,11,3,4,80,2,3,4,3,16,13,10,9
19,Yes,Non-Travel,702,Research & Development,14,1,Medical,1,385,3,Female,44,3,1,Sales Representative,4,Divorced,6751,4848,8,Y,No,22,3,4,80,2,22,3,2,33,18,14,1
22,Yes,Travel_Frequently,180,Human Resources,20,1,Medical,1,386,3,Male,84,4,1,Laboratory Technician,3,Single,3606,16296,1,Y,Yes,15,3,1,80,3,13,6,4,17,5,8,16
60,No,Travel_Rarely,918,Human Resources,22,3,Marketing,1,387,4,Female,32,4,2,Manufacturing Director,3,Married,11434,5277,3,Y,No,22,4,2,80,2,38,6,4,37,13,10,17
42,Yes,Travel_Rarely,127,Research & Development,11,3,Marketing,1,388,2,Male,93,2,5,Laboratory Technician,4,Married,14212,3151,9,Y,Yes,19,4,1,80,2,19,2,3,28,14,0,4
57,No,Travel_Rarely,822,Sales,14,4,Human Resources,1,389,4,Female,78,2,4,Human Resources,1,Married,8162,9018,1,Y,No,24,3,4,80,2,13,3,3,20,11,3,10
50,Yes,Non-Travel,929,Research & Development,25,4,Marketing,1,390,2,Female,81,3,1,Sales Representative,3,Married,6653,24486,1,Y,Yes,17,4,2,80,1,8,4,1,38,18,13,0
38,No,Non-Travel,1267,Sales,16,1,Marketing,1,391,4,Female,50,4,3,Manager,2,Married,7555,12669,2,Y,No,25,3,2,80,3,15,5,4,15,5,14,16
59,No,Travel_Rarely,780,Human Resources,8,4,Technical Degree,1,392,1,Female,82,4,4,Human Resources,4,Married,18616,6058,9,Y,Yes,18,3,3,80,0,23,3,4,27,3,3,4
34,No,Travel_Rarely,448,Research & Development,14,3,Life Sciences,1,393,4,Female,63,1,3,Human Resources,4,Single,17116,26752,3,Y,Yes,15,4,3,80,2,36,2,1,8,4,9,0
32,Yes,Travel_Rarely,844,Sales,10,3,Technical Degree,1,394,3,Male,86,3,2,Laboratory Technician,2,Single,10588,14684,4,Y,No,24,3,3,80,0,16,2,4,30,5,11,4
55,Yes,Travel_Rarely,868,Research & Development,28,4,Technical Degree,1,395,4,Female,91,4,1,Human Resources,3,Divorced,11144,8858,3,Y,Yes,20,3,2,80,3,29,4,1,33,7,6,11
60,No,Travel_Frequently,1384,Human Resources,11,5,Human Resources,1,396,1,Female,87,2,2,Manufacturing Director,2,Single,9040,9576,7,Y,No,20,4,3,80,1,4,1,3,3,6,7,7
55,Yes,Travel_Frequently,303,Sales,29,1,Marketing,1,397,2,Male,44,4,1,Sales Executive,2,Divorced,18781,21406,3,Y,Yes,20,3,4,80,3,12,4,4,0,8,13,8
49,No,Travel_Frequently,1140,Research & Development,17,3,Technical Degree,1,398,3,Female,73,3,5,Sales Representative,3,Single,15428,5746,2,Y,No,16,4,4,80,1,4,6,4,19,3,14,10
58,No,Non-Travel,324,Human Resources,7,3,Other,1,399,3,Male,43,3,5,Manager,2,Married,6133,8382,6,Y,No,20,3,3,80,3,17,1,3,30,9,11,4
37,Yes,Travel_Rarely,826,Sales,11,4,Marketing,1,400,4,Male,30,4,1,Research Scientist,3,Single,5594,17065,4,Y,No,14,4,3,80,0,20,3,4,20,17,6,6
57,Yes,Travel_Frequently,320,Human Resources,8,2,Marketing,1,401,4,Female,79,4,2,Manufacturing Director,4,Divorced,4332,3932,5,Y,Yes,18,4,1,80,1,4,2,4,9,4,9,6
53,No,Travel_Frequently,604,Research & Development,19,5,Technical Degree,1,402,3,Female,47,1,3,Research Director,4,Single,8047,8127,5,Y,No,18,4,3,80,2,16,4,1,8,3,13,13
43,Yes,Non-Travel,1184,Human Resources,17,3,Human Resources,1,403,1,Male,98,4,3,Research Director,1,Single,3484,20617,1,Y,No,23,3,4,80,0,27,6,3,29,14,4,10
22,No,Travel_Rarely,1280,Research & Development,15,5,Technical Degree,1,404,1,Male,67,1,5,Research Scientist,1,Divorced,8389,12657,6,Y,Yes,24,3,3,80,1,36,2,2,12,4,6,9
29,No,Non-Travel,1194,Sales,28,1,Life Sciences,1,405,1,Male,70,2,2,Manager,3,Divorced,14911,10976,3,Y,Yes,11,3,4,80,3,1,3,2,24,1,14,14
43,No,Non-Travel,881,Sales,27,1,Human Resources,1,406,1,Female,56,1,4,Research Director,3,Married,7267,8986,1,Y,Yes,15,3,4,80,0,24,6,4,25,3,11,11
37,No,Travel_Frequently,1437,Research & Development,8,1,Technical Degree,1,407,4,Female,65,3,1,Laboratory Technician,2,Divorced,19509,2397,2,Y,No,22,4,1,80,1,18,2,4,10,13,5,5
51,No,Travel_Rarely,1471,Human Resources,12,1,Life Sciences,1,408,4,Female,69,4,3,Manufacturing Director,3,Divorced,1855,12959,0,Y,No,22,3,4,80,3,38,5,2,10,3,0,11
32,No,Travel_Frequently,237,Human Resources,16,4,Medical,1,409,2,Female,69,4,4,Manufacturing Director,2,Married,18703,14073,9,Y,Yes,18,3,2,80,1,9,1,1,6,12,9,3
33,No,Travel_Frequently,480,Sales,22,3,Marketing,1,410,3,Female,71,4,3,Laboratory Technician,1,Single,13625,22799,0,Y,No,11,3,1,80,1,25,2,1,36,15,15,11
30,Yes,Travel_Frequently,541,Research & Development,20,3,Other,1,411,1,Male,95,3,3,Laboratory Technician,3,Married,16978,20080,7,Y,Yes,23,4,1,80,3,1,4,2,6,7,14,3
25,Yes,Non-Travel,813,Research & Development,15,4,Other,1,412,2,Male,95,2,2,Manager,1,Divorced,12606,19316,9,Y,No,23,4,2,80,2,10,0,2,40,7,4,17
57,Yes,Non-Travel,672,Human Resources,13,3,Medical,1,413,4,Male,71,2,3,Healthcare Representative,1,Married,19220,23986,4,Y,No,11,4,2,80,3,10,6,2,25,5,13,12
55,No,Non-Travel,819,Human Resources,8,3,Life Sciences,1,414,1,Female,56,4,2,Manufacturing Director,3,Divorced,4852,19153,4,Y,Yes,14,4,3,80,3,9,0,3,17,1,12,8
25,Yes,Travel_Frequently,1300,Human Resources,29,4,Marketing,1,415,1,Female,76,2,4,Research Scientist,4,Divorced,4455,11275,4,Y,Yes,17,4,3,80,0,6,5,4,15,18,15,7
55,Yes,Travel_Rarely,646,Human Resources,25,4,Other,1,416,4,Female,43,1,5,Human Resources,1,Divorced,12828,21103,9,Y,Yes,22,3,3,80,3,36,6,1,25,13,0,6
54,No,Non-Travel,1393,Research & Development,4,3,Medical,1,417,4,Male,75,3,3,Manager,3,Married,2575,12727,7,Y,No,14,4,4,80,1,31,6,1,21,11,7,10
37,No,Travel_Rarely,287,Sales,13,3,Other,1,418,2,Male,55,3,4,Research Director,3,Married,12853,26826,2,Y,Yes,11,3,2,80,2,35,4,2,25,2,6,2
23,Yes,Travel_Frequently,400,Sales,11,5,Marketing,1,419,2,Male,43,3,5,Human Resources,3,Divorced,15510,3430,3,Y,Yes,11,4,2,80,1,14,3,2,9,0,9,7
19,Yes,Travel_Frequently,950,Sales,18,5,Life Sciences,1,420,2,Male,79,3,3,Manufacturing Director,4,Married,12953,9784,5,Y,No,22,3,3,80,1,6,6,4,34,10,3,7
40,No,Travel_Frequently,653,Sales,27,1,Medical,1,421,4,Male,38,2,1,Sales Representative,4,Single,2894,13484,7,Y,No,21,4,1,80,2,1,5,4,27,4,12,6
60,Yes,Travel_Frequently,1204,Sales,22,3,Marketing,1,422,4,Female,99,3,1,Healthcare Representative,3,Single,4930,4420,9,Y,Yes,22,3,2,80,1,11,0,4,7,10,2,3
43,Yes,Travel_Frequently,882,Sales,16,2,Marketing,1,423,1,Male,75,2,4,Manufacturing Director,4,Divorced,7056,10630,6,Y,No,16,3,3,80,0,33,2,1,38,1,1,11
